"Work_Ref__c","Investigation_Case__r.Work_Ref__c","Signal__c","Family__c","Detail__c"
"MP3018373-W96613","MP3018373-W96613","Statistical outlier","multivariate","A trained anomaly detector (IsolationForest) flags this work's amount-and-age profile as unusual against the national portfolio."
"MP3043488-W211195","MP3043488-W211195","Peer amount","amount","Recommended amount at the 100th percentile of 38 comparable works (robust z 7.9)."
"MP3043488-W211195","MP3043488-W211195","Behavioural change","behaviour","Implementing agency's recommendation pattern shifted year-on-year (magnitude 97%). Before/after - 2025: 56 works at a median of Rs 700,000 -> 2026: 23 works at a median of Rs 20,000. A change point is a lead, not a finding: a new officer or a revised guideline produces one too."
"MP3043488-W211195","MP3043488-W211195","Statistical outlier","multivariate","A trained anomaly detector (IsolationForest) flags this work's amount-and-age profile as unusual against the national portfolio."
"MP3019016-W101111","MP3019016-W101111","Peer amount","amount","Recommended amount at the 100th percentile of 35 comparable works (robust z 22.1)."
"MP3019016-W101111","MP3019016-W101111","Peer duration","duration","Open for longer than 97% of comparable works still in progress."
"MP3019016-W101111","MP3019016-W101111","Statistical outlier","multivariate","A trained anomaly detector (IsolationForest) flags this work's amount-and-age profile as unusual against the national portfolio."
"MP3018936-W241839","MP3018936-W241839","Peer amount","amount","Recommended amount at the 96th percentile of 568 comparable works (robust z 5.4)."
"MP3018936-W241839","MP3018936-W241839","Peer duration","duration","Open for longer than 93% of comparable works still in progress."
"MP3018936-W241839","MP3018936-W241839","Behavioural change","behaviour","Implementing agency's recommendation pattern shifted year-on-year (magnitude 100%). Before/after - 2024: 31 works at a median of Rs 117,098 -> 2025: 25 works at a median of Rs 599,562. A change point is a lead, not a finding: a new officer or a revised guideline produces one too."
"MP3018936-W241839","MP3018936-W241839","Statistical outlier","multivariate","A trained anomaly detector (IsolationForest) flags this work's amount-and-age profile as unusual against the national portfolio."
"MP3042546-W208639","MP3042546-W208639","Peer amount","amount","Recommended amount at the 98th percentile of 66 comparable works (robust z 6.9)."
"MP3042546-W208639","MP3042546-W208639","Behavioural change","behaviour","Implementing agency's recommendation pattern shifted year-on-year (magnitude 100%). Before/after - 2025: 230 works at a median of Rs 349,867 -> 2026: 36 works at a median of Rs 2,750,000. A change point is a lead, not a finding: a new officer or a revised guideline produces one too."
"MP3042546-W208639","MP3042546-W208639","Statistical outlier","multivariate","A trained anomaly detector (IsolationForest) flags this work's amount-and-age profile as unusual against the national portfolio."
"MP3019000-W12085","MP3019000-W12085","Peer amount","amount","Recommended amount at the 100th percentile of 148 comparable works (robust z 62.1)."
"MP3019000-W12085","MP3019000-W12085","Peer duration","duration","Open for longer than 100% of comparable works still in progress."
"MP3019000-W12085","MP3019000-W12085","Behavioural change","behaviour","Implementing agency's recommendation pattern shifted year-on-year (magnitude 60%). Before/after - 2024: 63 works at a median of Rs 100,000 -> 2025: 478 works at a median of Rs 160,000. A change point is a lead, not a finding: a new officer or a revised guideline produces one too."
"MP3019000-W12085","MP3019000-W12085","Statistical outlier","multivariate","A trained anomaly detector (IsolationForest) flags this work's amount-and-age profile as unusual against the national portfolio."
"MP3017323-W207135","MP3017323-W207135","Peer amount","amount","Recommended amount at the 100th percentile of 4191 comparable works (robust z 55.9)."
"MP3017323-W207135","MP3017323-W207135","Peer duration","duration","Open for longer than 93% of comparable works still in progress."
"MP3017323-W207135","MP3017323-W207135","Behavioural change","behaviour","Implementing agency's recommendation pattern shifted year-on-year (magnitude 100%). Before/after - 2024: 47 works at a median of Rs 300,000 -> 2025: 62 works at a median of Rs 977,500. A change point is a lead, not a finding: a new officer or a revised guideline produces one too."
"MP3017323-W207135","MP3017323-W207135","Statistical outlier","multivariate","A trained anomaly detector (IsolationForest) flags this work's amount-and-age profile as unusual against the national portfolio."
"MP3043221-W274864","MP3043221-W274864","Peer amount","amount","Recommended amount at the 97th percentile of 156 comparable works (robust z 16089.7)."
"MP3043221-W274864","MP3043221-W274864","Behavioural change","behaviour","Implementing agency's recommendation pattern shifted year-on-year (magnitude 59%). Before/after - 2025: 113 works at a median of Rs 400,000 -> 2026: 20 works at a median of Rs 636,000. A change point is a lead, not a finding: a new officer or a revised guideline produces one too."
"MP3043221-W274864","MP3043221-W274864","Statistical outlier","multivariate","A trained anomaly detector (IsolationForest) flags this work's amount-and-age profile as unusual against the national portfolio."
"MP3018989-W131815","MP3018989-W131815","Peer amount","amount","Recommended amount at the 96th percentile of 3581 comparable works (robust z 6.8)."
"MP3018989-W131815","MP3018989-W131815","Behavioural change","behaviour","Implementing agency's recommendation pattern shifted year-on-year (magnitude 100%). Before/after - 2025: 66 works at a median of Rs 860,971 -> 2026: 13 works at a median of Rs 1,917,200. A change point is a lead, not a finding: a new officer or a revised guideline produces one too."
"MP3018989-W131815","MP3018989-W131815","Statistical outlier","multivariate","A trained anomaly detector (IsolationForest) flags this work's amount-and-age profile as unusual against the national portfolio."
"MP3042535-W145107","MP3042535-W145107","Peer amount","amount","Recommended amount at the 100th percentile of 1827 comparable works (robust z 26.9)."
"MP3042535-W145107","MP3042535-W145107","Behavioural change","behaviour","Implementing agency's recommendation pattern shifted year-on-year (magnitude 69%). Before/after - 2025: 86 works at a median of Rs 983,000 -> 2026: 43 works at a median of Rs 300,000. A change point is a lead, not a finding: a new officer or a revised guideline produces one too."
"MP3042535-W145107","MP3042535-W145107","Statistical outlier","multivariate","A trained anomaly detector (IsolationForest) flags this work's amount-and-age profile as unusual against the national portfolio."
"MP3017242-W259533","MP3017242-W259533","Peer amount","amount","Recommended amount at the 98th percentile of 120 comparable works (robust z 415.4)."
"MP3017242-W259533","MP3017242-W259533","Behavioural change","behaviour","Implementing agency's recommendation pattern shifted year-on-year (magnitude 100%). Before/after - 2025: 41 works at a median of Rs 499,000 -> 2026: 49 works at a median of Rs 3,400,000. A change point is a lead, not a finding: a new officer or a revised guideline produces one too."
"MP3017242-W259533","MP3017242-W259533","Statistical outlier","multivariate","A trained anomaly detector (IsolationForest) flags this work's amount-and-age profile as unusual against the national portfolio."
"MP3017242-W259534","MP3017242-W259534","Peer amount","amount","Recommended amount at the 98th percentile of 120 comparable works (robust z 415.4)."
"MP3017242-W259534","MP3017242-W259534","Behavioural change","behaviour","Implementing agency's recommendation pattern shifted year-on-year (magnitude 100%). Before/after - 2025: 41 works at a median of Rs 499,000 -> 2026: 49 works at a median of Rs 3,400,000. A change point is a lead, not a finding: a new officer or a revised guideline produces one too."
"MP3017242-W259534","MP3017242-W259534","Statistical outlier","multivariate","A trained anomaly detector (IsolationForest) flags this work's amount-and-age profile as unusual against the national portfolio."
"MP3017208-W274786","MP3017208-W274786","Peer amount","amount","Recommended amount at the 99th percentile of 379 comparable works (robust z 25.4)."
"MP3017208-W274786","MP3017208-W274786","Behavioural change","behaviour","Implementing agency's recommendation pattern shifted year-on-year (magnitude 82%). Before/after - 2024: 61 works at a median of Rs 610,839 -> 2025: 105 works at a median of Rs 1,109,900. A change point is a lead, not a finding: a new officer or a revised guideline produces one too."
"MP3017208-W274786","MP3017208-W274786","Statistical outlier","multivariate","A trained anomaly detector (IsolationForest) flags this work's amount-and-age profile as unusual against the national portfolio."
"MP3018941-W198737","MP3018941-W198737","Peer amount","amount","Recommended amount at the 100th percentile of 81 comparable works (robust z 8.1)."
"MP3018941-W198737","MP3018941-W198737","Behavioural change","behaviour","Implementing agency's recommendation pattern shifted year-on-year (magnitude 60%). Before/after - 2024: 134 works at a median of Rs 500,000 -> 2025: 171 works at a median of Rs 200,000. A change point is a lead, not a finding: a new officer or a revised guideline produces one too."
"MP3018941-W198737","MP3018941-W198737","Statistical outlier","multivariate","A trained anomaly detector (IsolationForest) flags this work's amount-and-age profile as unusual against the national portfolio."
"MP3017191-W5064","MP3017191-W5064","Peer amount","amount","Recommended amount at the 96th percentile of 568 comparable works (robust z 5.4)."
"MP3017191-W5064","MP3017191-W5064","Peer duration","duration","Open for longer than 99% of comparable works still in progress."
